CId,SId,Year,Cost,Num
16,3777,2015,2000000,12
7,3786,2015,2000000,12
17,3791,2015,2000000,12
5,3794,2015,2000000,12
3,3795,2015,1800000,10
18,3797,2015,1500000,8
11,3799,2015,1500000,8
15,3801,2015,1500000,8
18,3802,2015,1500000,8
19,3808,2015,2000000,12
15,3809,2015,1500000,8
4,3812,2015,2000000,12
13,3815,2015,1800000,10
7,3821,2015,2000000,12
11,3824,2015,1500000,8
7,3826,2015,2000000,12
14,3827,2015,2000000,12
24,3830,2015,1800000,10
16,3832,2015,2000000,12
5,3839,2015,2000000,12
16,3840,2015,2000000,12
28,3843,2015,2000000,12
10,3853,2015,1500000,8
3,3862,2015,1800000,10
1,3874,2015,2000000,12
9,3875,2015,1500000,8
18,3885,2015,1500000,8
23,3899,2015,1800000,10
5,3900,2015,2000000,12
24,3906,2015,1800000,10
19,3909,2015,2000000,12
24,3910,2015,1800000,10
12,3916,2015,1800000,10
19,3926,2015,2000000,12
21,3929,2015,2000000,12
16,3941,2015,2000000,12
21,3942,2015,2000000,12
24,3943,2015,1800000,10
7,3944,2015,2000000,12
11,3949,2015,1500000,8
7,3960,2015,2000000,12
7,3962,2015,2000000,12
23,3963,2015,1800000,10
17,3972,2015,2000000,12
8,3976,2015,1500000,8
5,3978,2015,2000000,12
15,3988,2015,1500000,8
9,3989,2015,1500000,8
5,3990,2015,2000000,12
16,3992,2015,2000000,12
4,4003,2015,2000000,12
8,4014,2015,1500000,8
23,4022,2015,1800000,10
2,4028,2015,1800000,10
23,4029,2015,1800000,10
21,4033,2015,2000000,12
23,4034,2015,1800000,10
24,4038,2015,1800000,10
26,4048,2015,1500000,8
11,4052,2015,1500000,8
19,4059,2015,2000000,12
14,4063,2015,2000000,12
9,4080,2015,1500000,8
1,4081,2015,2000000,12
7,4082,2015,2000000,12
4,4083,2015,2000000,12
21,4088,2015,2000000,12
23,4090,2015,1800000,10
19,4093,2015,2000000,12
30,4103,2015,1500000,8
15,4104,2015,1500000,8
17,4105,2015,2000000,12
4,4112,2015,2000000,12
9,4113,2015,1500000,8
25,1,2016,2000000,12
4,2,2016,1500000,8
28,5,2016,1800000,10
16,11,2016,1500000,8
17,16,2016,2000000,12
3,22,2016,2000000,12
23,25,2016,1500000,8
20,30,2016,1800000,10
2,39,2016,1800000,10
1,48,2016,1500000,8
12,62,2016,1800000,10
30,69,2016,1500000,8
25,75,2016,2000000,12
13,79,2016,1800000,10
8,85,2016,1800000,10
11,87,2016,1500000,8
26,88,2016,1500000,8
5,91,2016,1800000,10
10,92,2016,2000000,12
3,94,2016,2000000,12
15,96,2016,1500000,8
20,97,2016,1800000,10
28,108,2016,1800000,10
3,109,2016,2000000,12
16,113,2016,1500000,8
5,122,2016,1800000,10
5,129,2016,1800000,10
22,133,2016,2000000,12
22,134,2016,2000000,12
22,139,2016,2000000,12
19,148,2016,2000000,12
6,152,2016,1800000,10
8,155,2016,1800000,10
11,157,2016,1500000,8
25,163,2016,2000000,12
3,170,2016,2000000,12
27,171,2016,1500000,8
11,179,2016,1500000,8
19,181,2016,2000000,12
19,183,2016,2000000,12
12,187,2016,1800000,10
9,188,2016,1500000,8
5,201,2016,1800000,10
16,202,2016,1500000,8
18,208,2016,1500000,8
20,209,2016,1800000,10
1,217,2016,1500000,8
9,220,2016,1500000,8
26,222,2016,1500000,8
23,224,2016,1500000,8
20,227,2016,1800000,10
10,234,2016,2000000,12
3,238,2016,2000000,12
6,244,2016,1800000,10
29,252,2016,1500000,8
21,254,2016,1500000,8
30,255,2016,1500000,8
9,259,2016,1500000,8
7,260,2016,2000000,12
27,263,2016,1500000,8
15,276,2016,1500000,8
24,282,2016,1800000,10
3,290,2016,2000000,12
18,305,2016,1500000,8
12,310,2016,1800000,10
5,311,2016,1800000,10
7,323,2016,2000000,12
6,326,2016,1800000,10
18,329,2016,1500000,8
6,330,2016,1800000,10
26,332,2016,1500000,8
26,339,2016,1500000,8
30,341,2016,1500000,8
19,349,2016,2000000,12
10,351,2016,2000000,12
23,356,2016,1500000,8
29,361,2016,1500000,8
17,367,2016,2000000,12
24,368,2016,1800000,10
11,372,2016,1500000,8
3,373,2016,2000000,12
12,376,2016,1800000,10
27,377,2016,1500000,8
19,379,2016,2000000,12
10,380,2016,2000000,12
23,381,2016,1500000,8
24,384,2016,1800000,10
7,385,2016,2000000,12
22,388,2016,2000000,12
9,389,2016,1500000,8
16,391,2016,1500000,8
15,411,2016,1500000,8
13,412,2016,1800000,10
25,415,2016,2000000,12
1,417,2016,1500000,8
6,423,2016,1800000,10
29,425,2016,1500000,8
4,430,2016,1500000,8
12,434,2016,1800000,10
2,444,2016,1800000,10
8,456,2016,1800000,10
10,459,2016,2000000,12
24,461,2016,1800000,10
18,462,2016,1500000,8
21,464,2016,1500000,8
10,467,2016,2000000,12
29,484,2016,1500000,8
14,489,2016,1500000,8
10,491,2016,2000000,12
23,494,2016,1500000,8
9,504,2016,1500000,8
18,505,2016,1500000,8
15,507,2016,1500000,8
3,510,2016,2000000,12
29,512,2016,1500000,8
4,513,2016,1500000,8
7,517,2016,2000000,12
13,520,2016,1800000,10
24,523,2016,1800000,10
22,531,2016,2000000,12
30,532,2016,1500000,8
7,538,2016,2000000,12
27,539,2016,1500000,8
12,540,2016,1800000,10
5,544,2016,1800000,10
27,545,2016,1500000,8
1,546,2016,1500000,8
1,547,2016,1500000,8
4,551,2016,1500000,8
25,555,2016,2000000,12
7,558,2016,2000000,12
4,559,2016,1500000,8
16,562,2016,1500000,8
23,572,2016,1500000,8
5,574,2016,1800000,10
15,579,2016,1500000,8
12,580,2016,1800000,10
19,586,2016,2000000,12
29,588,2016,1500000,8
11,594,2016,1500000,8
8,596,2016,1800000,10
29,604,2016,1500000,8
18,608,2016,1500000,8
10,610,2016,2000000,12
24,612,2016,1800000,10
14,620,2016,1500000,8
23,624,2016,1500000,8
14,629,2016,1500000,8
13,637,2016,1800000,10
6,642,2016,1800000,10
22,649,2016,2000000,12
1,657,2016,1500000,8
25,671,2016,2000000,12
7,678,2016,2000000,12
9,680,2016,1500000,8
6,687,2016,1800000,10
30,694,2016,1500000,8
3,698,2016,2000000,12
11,713,2016,1500000,8
13,728,2016,1800000,10
15,729,2016,1500000,8
24,730,2016,1800000,10
25,733,2016,2000000,12
4,740,2016,1500000,8
27,751,2016,1500000,8
26,754,2016,1500000,8
3,760,2016,2000000,12
26,763,2016,1500000,8
18,767,2016,1500000,8
22,775,2016,2000000,12
2,783,2016,1800000,10
25,788,2016,2000000,12
13,795,2016,1800000,10
17,798,2016,2000000,12
15,809,2016,1500000,8
6,810,2016,1800000,10
1,812,2016,1500000,8
30,813,2016,1500000,8
27,831,2016,1500000,8
1,847,2016,1500000,8
3,848,2016,2000000,12
29,850,2016,1500000,8
28,851,2016,1800000,10
12,866,2016,1800000,10
15,869,2016,1500000,8
16,873,2016,1500000,8
19,876,2016,2000000,12
9,882,2016,1500000,8
23,896,2016,1500000,8
12,902,2016,1800000,10
12,910,2016,1800000,10
10,914,2016,2000000,12
30,925,2016,1500000,8
10,926,2016,2000000,12
9,931,2016,1500000,8
6,936,2016,1800000,10
29,939,2016,1500000,8
3,941,2016,2000000,12
16,950,2016,1500000,8
18,962,2016,1500000,8
2,968,2016,1800000,10
21,971,2016,1500000,8
21,975,2016,1500000,8
18,977,2016,1500000,8
21,983,2016,1500000,8
20,987,2016,1800000,10
13,991,2016,1800000,10
21,996,2016,1500000,8
3,1008,2016,2000000,12
17,1016,2016,2000000,12
19,1018,2016,2000000,12
19,1021,2016,2000000,12
11,1022,2016,1500000,8
19,1023,2016,2000000,12
25,1026,2016,2000000,12
24,1029,2016,1800000,10
1,1034,2016,1500000,8
14,1044,2016,1500000,8
11,1046,2016,1500000,8
28,1048,2016,1800000,10
3,1049,2016,2000000,12
3,1059,2016,2000000,12
13,1060,2016,1800000,10
11,1066,2016,1500000,8
4,1067,2016,1500000,8
8,1072,2016,1800000,10
7,1079,2016,2000000,12
19,1080,2016,2000000,12
21,1084,2016,1500000,8
7,1089,2016,2000000,12
4,1092,2016,1500000,8
21,1095,2016,1500000,8
4,1101,2016,1500000,8
10,1112,2016,2000000,12
22,1115,2016,2000000,12
27,1116,2016,1500000,8
14,1119,2016,1500000,8
6,1121,2016,1800000,10
14,1122,2016,1500000,8
22,1128,2016,2000000,12
10,1145,2016,2000000,12
17,1149,2016,2000000,12
6,1151,2016,1800000,10
2,1152,2016,1800000,10
7,1155,2016,2000000,12
10,1157,2016,2000000,12
8,1158,2016,1800000,10
29,1163,2016,1500000,8
10,1167,2016,2000000,12
28,1179,2016,1800000,10
8,1192,2016,1800000,10
20,1194,2016,1800000,10
4,1195,2016,1500000,8
25,1196,2016,2000000,12
6,1197,2016,1800000,10
27,1200,2016,1500000,8
12,1201,2016,1800000,10
27,1205,2016,1500000,8
29,1206,2016,1500000,8
11,1207,2016,1500000,8
9,1208,2016,1500000,8
1,1213,2016,1500000,8
14,1215,2016,1500000,8
16,1218,2016,1500000,8
26,1220,2016,1500000,8
17,1225,2016,2000000,12
2,1230,2016,1800000,10
11,1233,2016,1500000,8
1,1236,2016,1500000,8
2,1238,2016,1800000,10
6,1240,2016,1800000,10
14,1247,2016,1500000,8
11,1255,2016,1500000,8
6,1264,2016,1800000,10
30,1268,2016,1500000,8
20,1269,2016,1800000,10
17,1272,2016,2000000,12
13,1281,2016,1800000,10
21,1282,2016,1500000,8
3,1285,2016,2000000,12
7,1287,2016,2000000,12
23,1294,2016,1500000,8
28,1295,2016,1800000,10
28,1296,2016,1800000,10
9,1307,2016,1500000,8
18,1314,2016,1500000,8
5,1316,2016,1800000,10
18,1318,2016,1500000,8
22,1321,2016,2000000,12
19,1331,2016,2000000,12
15,1343,2016,1500000,8
22,1350,2016,2000000,12
29,1358,2016,1500000,8
27,1361,2016,1500000,8
9,1372,2016,1500000,8
2,1373,2016,1800000,10
18,1380,2016,1500000,8
12,1382,2016,1800000,10
18,1385,2016,1500000,8
28,1390,2016,1800000,10
12,1392,2016,1800000,10
7,1409,2016,2000000,12
23,1412,2016,1500000,8
15,1413,2016,1500000,8
13,1415,2016,1800000,10
7,1421,2016,2000000,12
27,1422,2016,1500000,8
10,1424,2016,2000000,12
23,1427,2016,1500000,8
2,1432,2016,1800000,10
10,1440,2016,2000000,12
4,1446,2016,1500000,8
23,1452,2016,1500000,8
21,1465,2016,1500000,8
13,1466,2016,1800000,10
2,1469,2016,1800000,10
13,1470,2016,1800000,10
14,1476,2016,1500000,8
17,1485,2016,2000000,12
19,1486,2016,2000000,12
21,1492,2016,1500000,8
2,1493,2016,1800000,10
9,1503,2016,1500000,8
25,1505,2016,2000000,12
24,1506,2016,1800000,10
12,1511,2016,1800000,10
24,1513,2016,1800000,10
25,1514,2016,2000000,12
22,1516,2016,2000000,12
28,1517,2016,1800000,10
30,1520,2016,1500000,8
28,1526,2016,1800000,10
8,1528,2016,1800000,10
19,1529,2016,2000000,12
20,1535,2016,1800000,10
14,1537,2016,1500000,8
27,1558,2016,1500000,8
12,1564,2016,1800000,10
8,1567,2016,1800000,10
28,1573,2016,1800000,10
19,1578,2016,2000000,12
28,1584,2016,1800000,10
22,1585,2016,2000000,12
4,1586,2016,1500000,8
15,1597,2016,1500000,8
19,1599,2016,2000000,12
5,1601,2016,1800000,10
12,1605,2016,1800000,10
6,1610,2016,1800000,10
1,1625,2016,1500000,8
16,1629,2016,1500000,8
10,1634,2016,2000000,12
11,1639,2016,1500000,8
13,1642,2016,1800000,10
3,1647,2016,2000000,12
28,1659,2016,1800000,10
22,1661,2016,2000000,12
25,1663,2016,2000000,12
1,1667,2016,1500000,8
18,1669,2016,1500000,8
17,1670,2016,2000000,12
30,1689,2016,1500000,8
13,1691,2016,1800000,10
12,1706,2016,1800000,10
9,1718,2016,1500000,8
18,1727,2016,1500000,8
13,1729,2016,1800000,10
16,1740,2016,1500000,8
14,1744,2016,1500000,8
8,1749,2016,1800000,10
23,1752,2016,1500000,8
15,1759,2016,1500000,8
15,1761,2016,1500000,8
17,1771,2016,2000000,12
27,1775,2016,1500000,8
13,1779,2016,1800000,10
8,1787,2016,1800000,10
1,1796,2016,1500000,8
29,1801,2016,1500000,8
17,1808,2016,2000000,12
7,1810,2016,2000000,12
6,1813,2016,1800000,10
3,1814,2016,2000000,12
29,1820,2016,1500000,8
3,1822,2016,2000000,12
16,1824,2016,1500000,8
3,1828,2016,2000000,12
6,1833,2016,1800000,10
28,1837,2016,1800000,10
28,1841,2016,1800000,10
22,1842,2016,2000000,12
16,1846,2016,1500000,8
15,1850,2016,1500000,8
29,1851,2016,1500000,8
23,1853,2016,1500000,8
2,1861,2016,1800000,10
3,1867,2016,2000000,12
18,1868,2016,1500000,8
19,1881,2016,2000000,12
7,1891,2016,2000000,12
25,1903,2016,2000000,12
30,1908,2016,1500000,8
25,1913,2016,2000000,12
1,1923,2016,1500000,8
12,1927,2016,1800000,10
29,1932,2016,1500000,8
25,1933,2016,2000000,12
30,1934,2016,1500000,8
26,1936,2016,1500000,8
21,1940,2016,1500000,8
22,1943,2016,2000000,12
27,1945,2016,1500000,8
25,1961,2016,2000000,12
29,1962,2016,1500000,8
12,1963,2016,1800000,10
8,1964,2016,1800000,10
27,1977,2016,1500000,8
9,1981,2016,1500000,8
4,1985,2016,1500000,8
23,1987,2016,1500000,8
24,1991,2016,1800000,10
16,1993,2016,1500000,8
6,2003,2016,1800000,10
19,2006,2016,2000000,12
5,2010,2016,1800000,10
22,2014,2016,2000000,12
7,2016,2016,2000000,12
21,2018,2016,1500000,8
23,2021,2016,1500000,8
12,2023,2016,1800000,10
20,2026,2016,1800000,10
8,2041,2016,1800000,10
25,2042,2016,2000000,12
29,2046,2016,1500000,8
18,2066,2016,1500000,8
2,2069,2016,1800000,10
6,2077,2016,1800000,10
14,2081,2016,1500000,8
10,2082,2016,2000000,12
13,2085,2016,1800000,10
18,2087,2016,1500000,8
26,2088,2016,1500000,8
14,2089,2016,1500000,8
28,2090,2016,1800000,10
20,2096,2016,1800000,10
20,2097,2016,1800000,10
25,2100,2016,2000000,12
24,2106,2016,1800000,10
16,2108,2016,1500000,8
2,2111,2016,1800000,10
30,2114,2016,1500000,8
19,2119,2016,2000000,12
1,2135,2016,1500000,8
20,2141,2016,1800000,10
24,2143,2016,1800000,10
2,2149,2016,1800000,10
19,2160,2016,2000000,12
14,2161,2016,1500000,8
30,2163,2016,1500000,8
7,2164,2016,2000000,12
8,2165,2016,1800000,10
2,2167,2016,1800000,10
30,2177,2016,1500000,8
19,2178,2016,2000000,12
17,2181,2016,2000000,12
5,2185,2016,1800000,10
20,2186,2016,1800000,10
6,2202,2016,1800000,10
28,2204,2016,1800000,10
27,2206,2016,1500000,8
18,2215,2016,1500000,8
29,2224,2016,1500000,8
4,2232,2016,1500000,8
10,2235,2016,2000000,12
28,2237,2016,1800000,10
1,2246,2016,1500000,8
4,2247,2016,1500000,8
16,2252,2016,1500000,8
20,2257,2016,1800000,10
5,2260,2016,1800000,10
23,2263,2016,1500000,8
7,2265,2016,2000000,12
6,2266,2016,1800000,10
10,2279,2016,2000000,12
27,2282,2016,1500000,8
1,2285,2016,1500000,8
12,2286,2016,1800000,10
15,2287,2016,1500000,8
6,2288,2016,1800000,10
16,2289,2016,1500000,8
24,2293,2016,1800000,10
10,2295,2016,2000000,12
18,2300,2016,1500000,8
10,2307,2016,2000000,12
5,2309,2016,1800000,10
24,2310,2016,1800000,10
7,2319,2016,2000000,12
27,2320,2016,1500000,8
18,2322,2016,1500000,8
2,2325,2016,1800000,10
23,2331,2016,1500000,8
15,2332,2016,1500000,8
21,2335,2016,1500000,8
13,2345,2016,1800000,10
7,2359,2016,2000000,12
4,2360,2016,1500000,8
5,2362,2016,1800000,10
9,2369,2016,1500000,8
19,2374,2016,2000000,12
1,2375,2016,1500000,8
14,2384,2016,1500000,8
8,2386,2016,1800000,10
11,2392,2016,1500000,8
29,2395,2016,1500000,8
23,2411,2016,1500000,8
28,2414,2016,1800000,10
3,2416,2016,2000000,12
29,2424,2016,1500000,8
9,2425,2016,1500000,8
7,2426,2016,2000000,12
13,2428,2016,1800000,10
27,2429,2016,1500000,8
15,2433,2016,1500000,8
18,2434,2016,1500000,8
30,2436,2016,1500000,8
2,2440,2016,1800000,10
18,2443,2016,1500000,8
15,2453,2016,1500000,8
30,2461,2016,1500000,8
11,2476,2016,1500000,8
16,2477,2016,1500000,8
18,2479,2016,1500000,8
20,2481,2016,1800000,10
11,2489,2016,1500000,8
21,2491,2016,1500000,8
13,2495,2016,1800000,10
6,2504,2016,1800000,10
8,2506,2016,1800000,10
30,2518,2016,1500000,8
27,2520,2016,1500000,8
20,2521,2016,1800000,10
19,2522,2016,2000000,12
17,2528,2016,2000000,12
23,2529,2016,1500000,8
13,2532,2016,1800000,10
12,2538,2016,1800000,10
13,2539,2016,1800000,10
7,2540,2016,2000000,12
21,2541,2016,1500000,8
23,2543,2016,1500000,8
4,2545,2016,1500000,8
27,2546,2016,1500000,8
15,2557,2016,1500000,8
14,2563,2016,1500000,8
14,2565,2016,1500000,8
17,2567,2016,2000000,12
5,2568,2016,1800000,10
9,2574,2016,1500000,8
25,2575,2016,2000000,12
21,2576,2016,1500000,8
17,2578,2016,2000000,12
7,2597,2016,2000000,12
14,2598,2016,1500000,8
29,2599,2016,1500000,8
20,2612,2016,1800000,10
14,2614,2016,1500000,8
13,2616,2016,1800000,10
21,2617,2016,1500000,8
25,2618,2016,2000000,12
16,2619,2016,1500000,8
29,2623,2016,1500000,8
23,2625,2016,1500000,8
5,2627,2016,1800000,10
14,2636,2016,1500000,8
13,2643,2016,1800000,10
6,2645,2016,1800000,10
23,2646,2016,1500000,8
19,2649,2016,2000000,12
29,2651,2016,1500000,8
26,2658,2016,1500000,8
25,2664,2016,2000000,12
23,2677,2016,1500000,8
6,2684,2016,1800000,10
11,2688,2016,1500000,8
16,2693,2016,1500000,8
28,2696,2016,1800000,10
29,2698,2016,1500000,8
10,2703,2016,2000000,12
13,2706,2016,1800000,10
14,2709,2016,1500000,8
1,2718,2016,1500000,8
15,2728,2016,1500000,8
17,2730,2016,2000000,12
8,2735,2016,1800000,10
26,2737,2016,1500000,8
12,2745,2016,1800000,10
30,2746,2016,1500000,8
17,2747,2016,2000000,12
25,2751,2016,2000000,12
5,2757,2016,1800000,10
4,2758,2016,1500000,8
19,2759,2016,2000000,12
30,2762,2016,1500000,8
6,2767,2016,1800000,10
1,2787,2016,1500000,8
8,2790,2016,1800000,10
15,2791,2016,1500000,8
20,2793,2016,1800000,10
20,2796,2016,1800000,10
2,2800,2016,1800000,10
26,2804,2016,1500000,8
9,2807,2016,1500000,8
7,2809,2016,2000000,12
17,2814,2016,2000000,12
16,2815,2016,1500000,8
21,2817,2016,1500000,8
28,2818,2016,1800000,10
24,2824,2016,1800000,10
1,2825,2016,1500000,8
17,2828,2016,2000000,12
4,2830,2016,1500000,8
6,2832,2016,1800000,10
26,2835,2016,1500000,8
24,2838,2016,1800000,10
4,2839,2016,1500000,8
24,2847,2016,1800000,10
26,2849,2016,1500000,8
11,2856,2016,1500000,8
15,2859,2016,1500000,8
16,2869,2016,1500000,8
20,2876,2016,1800000,10
4,2877,2016,1500000,8
20,2883,2016,1800000,10
6,2884,2016,1800000,10
5,2886,2016,1800000,10
8,2891,2016,1800000,10
22,2893,2016,2000000,12
27,2897,2016,1500000,8
5,2902,2016,1800000,10
26,2922,2016,1500000,8
2,2923,2016,1800000,10
15,2929,2016,1500000,8
16,2930,2016,1500000,8
3,2931,2016,2000000,12
17,2939,2016,2000000,12
29,2940,2016,1500000,8
8,2945,2016,1800000,10
28,2947,2016,1800000,10
11,2953,2016,1500000,8
6,2956,2016,1800000,10
22,2961,2016,2000000,12
10,2965,2016,2000000,12
10,2974,2016,2000000,12
9,2979,2016,1500000,8
26,2990,2016,1500000,8
21,2991,2016,1500000,8
8,2994,2016,1800000,10
4,2995,2016,1500000,8
10,2997,2016,2000000,12
19,2999,2016,2000000,12
2,3003,2016,1800000,10
2,3013,2016,1800000,10
25,3014,2016,2000000,12
21,3015,2016,1500000,8
27,3016,2016,1500000,8
5,3035,2016,1800000,10
24,3039,2016,1800000,10
27,3049,2016,1500000,8
21,3053,2016,1500000,8
7,3062,2016,2000000,12
11,3069,2016,1500000,8
8,3077,2016,1800000,10
14,3083,2016,1500000,8
24,3095,2016,1800000,10
28,3099,2016,1800000,10
18,3100,2016,1500000,8
8,3105,2016,1800000,10
14,3107,2016,1500000,8
20,3108,2016,1800000,10
8,3110,2016,1800000,10
22,3112,2016,2000000,12
30,3113,2016,1500000,8
16,3118,2016,1500000,8
24,3126,2016,1800000,10
25,3127,2016,2000000,12
15,3133,2016,1500000,8
26,3134,2016,1500000,8
5,3139,2016,1800000,10
15,3141,2016,1500000,8
22,3142,2016,2000000,12
28,3146,2016,1800000,10
17,3153,2016,2000000,12
28,3157,2016,1800000,10
3,3160,2016,2000000,12
24,3175,2016,1800000,10
1,3177,2016,1500000,8
23,3178,2016,1500000,8
24,3181,2016,1800000,10
29,3203,2016,1500000,8
5,3208,2016,1800000,10
21,3209,2016,1500000,8
7,3210,2016,2000000,12
28,3211,2016,1800000,10
17,3212,2016,2000000,12
20,3218,2016,1800000,10
21,3222,2016,1500000,8
5,3229,2016,1800000,10
2,3244,2016,1800000,10
12,3249,2016,1800000,10
30,3255,2016,1500000,8
13,3260,2016,1800000,10
12,3261,2016,1800000,10
1,3271,2016,1500000,8
20,3273,2016,1800000,10
9,3282,2016,1500000,8
27,3291,2016,1500000,8
7,3292,2016,2000000,12
3,3297,2016,2000000,12
14,3298,2016,1500000,8
23,3299,2016,1500000,8
19,3307,2016,2000000,12
5,3310,2016,1800000,10
21,3311,2016,1500000,8
8,3314,2016,1800000,10
25,3322,2016,2000000,12
24,3324,2016,1800000,10
7,3326,2016,2000000,12
22,3329,2016,2000000,12
29,3332,2016,1500000,8
26,3335,2016,1500000,8
17,3336,2016,2000000,12
15,3337,2016,1500000,8
29,3340,2016,1500000,8
19,3342,2016,2000000,12
29,3353,2016,1500000,8
4,3362,2016,1500000,8
24,3364,2016,1800000,10
5,3366,2016,1800000,10
19,3371,2016,2000000,12
2,3382,2016,1800000,10
1,3384,2016,1500000,8
20,3390,2016,1800000,10
20,3400,2016,1800000,10
3,3401,2016,2000000,12
16,3402,2016,1500000,8
11,3405,2016,1500000,8
15,3406,2016,1500000,8
24,3412,2016,1800000,10
30,3414,2016,1500000,8
14,3417,2016,1500000,8
26,3425,2016,1500000,8
28,3428,2016,1800000,10
28,3430,2016,1800000,10
18,3436,2016,1500000,8
12,3440,2016,1800000,10
4,3448,2016,1500000,8
30,3459,2016,1500000,8
22,3464,2016,2000000,12
4,3472,2016,1500000,8
2,3473,2016,1800000,10
9,3479,2016,1500000,8
6,3485,2016,1800000,10
1,3493,2016,1500000,8
19,3494,2016,2000000,12
9,3500,2016,1500000,8
17,3505,2016,2000000,12
4,3507,2016,1500000,8
9,3508,2016,1500000,8
14,3509,2016,1500000,8
16,3510,2016,1500000,8
2,3526,2016,1800000,10
17,3530,2016,2000000,12
3,3533,2016,2000000,12
30,3535,2016,1500000,8
22,3537,2016,2000000,12
17,3548,2016,2000000,12
3,3552,2016,2000000,12
4,3557,2016,1500000,8
5,3559,2016,1800000,10
26,3568,2016,1500000,8
24,3575,2016,1800000,10
14,3579,2016,1500000,8
7,3584,2016,2000000,12
11,3588,2016,1500000,8
22,3590,2016,2000000,12
17,3592,2016,2000000,12
26,3599,2016,1500000,8
1,3608,2016,1500000,8
5,3615,2016,1800000,10
18,3619,2016,1500000,8
12,3632,2016,1800000,10
9,3633,2016,1500000,8
12,3655,2016,1800000,10
17,3659,2016,2000000,12
9,3666,2016,1500000,8
16,3668,2016,1500000,8
16,3670,2016,1500000,8
30,3681,2016,1500000,8
1,3696,2016,1500000,8
8,3700,2016,1800000,10
26,3710,2016,1500000,8
26,3714,2016,1500000,8
14,3720,2016,1500000,8
26,3722,2016,1500000,8
24,3724,2016,1800000,10
16,3727,2016,1500000,8
22,3732,2016,2000000,12
4,3735,2016,1500000,8
15,3737,2016,1500000,8
4,3738,2016,1500000,8
13,3741,2016,1800000,10
18,3744,2016,1500000,8
5,3746,2016,1800000,10
30,3749,2016,1500000,8
11,3750,2016,1500000,8
20,3761,2016,1800000,10
22,3763,2016,2000000,12
30,3766,2016,1500000,8
17,3769,2016,2000000,12
11,3771,2016,1500000,8
2,3775,2016,1800000,10
28,3776,2016,1800000,10
3,3777,2016,2000000,12
15,3779,2016,1500000,8
24,3788,2016,1800000,10
11,3797,2016,1500000,8
9,3800,2016,1500000,8
9,3809,2016,1500000,8
26,3810,2016,1500000,8
12,3813,2016,1800000,10
3,3816,2016,2000000,12
20,3817,2016,1800000,10
21,3821,2016,1500000,8
16,3822,2016,1500000,8
27,3832,2016,1500000,8
12,3835,2016,1800000,10
13,3842,2016,1800000,10
25,3845,2016,2000000,12
9,3846,2016,1500000,8
18,3848,2016,1500000,8
13,3869,2016,1800000,10
17,3870,2016,2000000,12
27,3873,2016,1500000,8
11,3892,2016,1500000,8
20,3902,2016,1800000,10
21,3904,2016,1500000,8
10,3913,2016,2000000,12
23,3914,2016,1500000,8
25,3915,2016,2000000,12
22,3917,2016,2000000,12
16,3918,2016,1500000,8
5,3919,2016,1800000,10
7,3921,2016,2000000,12
2,3925,2016,1800000,10
13,3926,2016,1800000,10
23,3929,2016,1500000,8
1,3934,2016,1500000,8
10,3935,2016,2000000,12
8,3939,2016,1800000,10
2,3940,2016,1800000,10
11,3943,2016,1500000,8
2,3944,2016,1800000,10
22,3945,2016,2000000,12
18,3949,2016,1500000,8
21,3957,2016,1500000,8
22,3958,2016,2000000,12
4,3961,2016,1500000,8
26,3962,2016,1500000,8
11,3964,2016,1500000,8
10,3970,2016,2000000,12
26,3975,2016,1500000,8
8,3989,2016,1800000,10
11,3994,2016,1500000,8
23,3995,2016,1500000,8
10,3998,2016,2000000,12
21,4003,2016,1500000,8
30,4004,2016,1500000,8
1,4006,2016,1500000,8
8,4009,2016,1800000,10
5,4011,2016,1800000,10
20,4013,2016,1800000,10
26,4015,2016,1500000,8
21,4018,2016,1500000,8
9,4022,2016,1500000,8
27,4023,2016,1500000,8
24,4026,2016,1800000,10
25,4027,2016,2000000,12
11,4030,2016,1500000,8
30,4055,2016,1500000,8
14,4060,2016,1500000,8
14,4073,2016,1500000,8
23,4074,2016,1500000,8
28,4075,2016,1800000,10
25,4078,2016,2000000,12
15,4080,2016,1500000,8
9,4089,2016,1500000,8
26,4094,2016,1500000,8
8,4097,2016,1800000,10
26,4107,2016,1500000,8
27,4113,2016,1500000,8
5,5,2017,2000000,12
15,6,2017,1500000,8
30,7,2017,1800000,10
14,14,2017,1800000,10
19,18,2017,1800000,10
3,19,2017,1800000,10
7,20,2017,1800000,10
6,21,2017,2000000,12
28,25,2017,1500000,8
1,37,2017,1500000,8
5,39,2017,2000000,12
7,40,2017,1800000,10
1,46,2017,1500000,8
29,53,2017,1800000,10
2,54,2017,2000000,12
8,58,2017,2000000,12
19,59,2017,1800000,10
19,64,2017,1800000,10
5,66,2017,2000000,12
13,70,2017,1500000,8
3,79,2017,1800000,10
5,82,2017,2000000,12
24,85,2017,1500000,8
15,107,2017,1500000,8
1,108,2017,1500000,8
22,117,2017,2000000,12
14,118,2017,1800000,10
9,130,2017,1500000,8
6,133,2017,2000000,12
27,137,2017,2000000,12
3,139,2017,1800000,10
24,140,2017,1500000,8
26,141,2017,1800000,10
25,142,2017,1800000,10
24,149,2017,1500000,8
15,154,2017,1500000,8
15,162,2017,1500000,8
10,164,2017,1800000,10
2,165,2017,2000000,12
5,167,2017,2000000,12
21,168,2017,2000000,12
15,176,2017,1500000,8
